rho,type,feature_a,family_a,source_a,desc_a,feature_b,family_b,source_b,desc_b
0.8589639514571408,F1内部,announcement_semantic_054,F1,w90_n_ann,近90天 公告数,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数
0.8584239386871718,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_094,F1,w180_L1_B_max,近180天 一级主题B 最高分
0.858144168163032,F1内部,announcement_semantic_101,F1,w180_L1_E_cnt,近180天 一级主题E 证据数,announcement_semantic_149,F1,th_D04_cnt,主题 D04 近180天证据条数
0.857782118154558,F1内部,announcement_semantic_027,F1,w60_n_ann,近60天 公告数,announcement_semantic_046,F1,w60_L1_E_max,近60天 一级主题E 最高分
0.8577154501171533,F1内部,announcement_semantic_094,F1,w180_L1_B_max,近180天 一级主题B 最高分,announcement_semantic_096,F1,w180_L1_C_max,近180天 一级主题C 最高分
0.8569671514075277,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_063,F1,w90_rerank_max,近90天 精排分最大值
0.8565370425881265,F1内部,announcement_semantic_002,F1,w30_n_high,近30天 高风险条数,announcement_semantic_015,F1,w30_L1_C_max,近30天 一级主题C 最高分
0.8564509993878524,F1内部,announcement_semantic_093,F1,w180_L1_A_cnt,近180天 一级主题A 证据数,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数
0.8564195094947541,F2↔F2,f2_sgi,F2,,,f2_revenue_qoq,F2,,
0.8560345207572618,F4↔F4,sent_guba_sentiment_mean_30d,F4,,,sent_guba_positive_ratio_30d,F4,,
0.8559337460738141,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_072,F1,w90_L1_D_cnt,近90天 一级主题D 证据数
0.8555314483293333,F1内部,announcement_semantic_093,F1,w180_L1_A_cnt,近180天 一级主题A 证据数,announcement_semantic_157,F1,th_E03_cnt,主题 E03 近180天证据条数
0.8555201361611618,F1内部,announcement_semantic_028,F1,w60_n_rows,近60天 主题命中数,announcement_semantic_046,F1,w60_L1_E_max,近60天 一级主题E 最高分
0.8554215684032073,F1内部,announcement_semantic_054,F1,w90_n_ann,近90天 公告数,announcement_semantic_081,F1,w180_n_ann,近180天 公告数
0.8549286555030352,F1内部,announcement_semantic_096,F1,w180_L1_C_max,近180天 一级主题C 最高分,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数
0.8548489450482946,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_071,F1,w90_L1_D_max,近90天 一级主题D 最高分
0.8547288937060833,F1内部,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数,announcement_semantic_141,F1,th_C06_cnt,主题 C06 近180天证据条数
0.8545043401659435,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_194,F1,days_since_high,距上次高风险公告天数
0.853953673606011,F1内部,announcement_semantic_002,F1,w30_n_high,近30天 高风险条数,announcement_semantic_016,F1,w30_L1_C_cnt,近30天 一级主题C 证据数
0.8539475973738561,F1内部,announcement_semantic_031,F1,w60_rule_hits,近60天 规则命中数,announcement_semantic_037,F1,w60_sentneg_mean,近60天 负面情绪均值
0.8531853813083207,F1内部,announcement_semantic_094,F1,w180_L1_B_max,近180天 一级主题B 最高分,announcement_semantic_095,F1,w180_L1_B_cnt,近180天 一级主题B 证据数
0.8530561107507414,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数
0.8529648519529847,F1内部,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数
0.8522841341639382,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_128,F1,th_B05_max,主题 B05 近180天最高风险分
0.8512301302714678,F1内部,announcement_semantic_045,F1,w60_L1_D_cnt,近60天 一级主题D 证据数,announcement_semantic_047,F1,w60_L1_E_cnt,近60天 一级主题E 证据数
0.851033546276848,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_194,F1,days_since_high,距上次高风险公告天数
0.850188329446606,F6↔F6,f6_first_inquiry_interval_days,F6,,,f6_severity_score,F6,,
